player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Stephen Curry,Pistons @ Warriors,Warriors,Pistons,4.5,fanduel,124.0,2.24,0.4464,130.0,0.4348,-2.6,prophetexchange,120.0,2.2,0.4545,-130.0,0.5652,24.34,16,16,17
Tyler Herro,Bulls @ Heat,Heat,Bulls,5.5,fanduel,122.0,2.22,0.4505,125.0,0.4444,-1.34,prizepicks,-118.0,1.8475,0.5413,-125.0,0.5556,2.65,17,15,17
Andrew Wiggins,Bulls @ Heat,Heat,Bulls,4.5,prizepicks,-118.0,1.8475,0.5413,100.0,0.5,-7.63,bovada,115.0,2.15,0.4651,100.0,0.5,7.5,16,15,16
Bam Adebayo,Bulls @ Heat,Heat,Bulls,10.5,betrivers,102.0,2.02,0.495,100.0,0.5,1.0,prizepicks,100.0,2.0,0.5,100.0,0.5,0.0,16,14,16
Cade Cunningham,Pistons @ Warriors,Warriors,Pistons,5.5,draftkings,120.0,2.2,0.4545,129.0,0.4367,-3.93,hardrockbet,115.0,2.15,0.4651,-129.0,0.5633,21.11,16,15,16
Coby White,Bulls @ Heat,Heat,Bulls,3.5,fanduel,102.0,2.02,0.495,108.0,0.4808,-2.88,prizepicks,-118.0,1.8475,0.5413,-108.0,0.5192,-4.08,16,15,16
Derrick White,Lakers @ Celtics,Celtics,Lakers,3.5,hardrockbet,-115.0,1.8696,0.5349,100.0,0.5,-6.52,prophetexchange,125.0,2.25,0.4444,100.0,0.5,12.5,15,15,16
Dorian Finneysmith,Lakers @ Celtics,Celtics,Lakers,4.5,fanduel,120.0,2.2,0.4545,115.0,0.4651,2.32,underdog,-118.0,1.8475,0.5413,-115.0,0.5349,-1.18,16,16,16
Franz Wagner,Magic @ Bucks,Bucks,Magic,5.5,espnbet,115.0,2.15,0.4651,113.0,0.4695,0.94,prizepicks,-118.0,1.8475,0.5413,-113.0,0.5305,-1.99,15,16,16
Giannis Antetokounmpo,Magic @ Bucks,Bucks,Magic,11.5,caesars,112.0,2.12,0.4717,100.0,0.5,6.0,draftkings,110.0,2.1,0.4762,100.0,0.5,5.0,16,14,16
