player,game,home_team,away_team,line,over_bookmaker,over_odds,over_decimal_odds,over_implied_prob,over_fair_odds,over_fair_prob,over_ev,under_bookmaker,under_odds,under_decimal_odds,under_implied_prob,under_fair_odds,under_fair_prob,under_ev,bookmakers_over,bookmakers_under,total_bookmakers
Andrew Nembhard,Pacers @ Hawks,Hawks,Pacers,20.5,bet365,-115.0,1.8696,0.5349,110.0,0.4762,-10.97,prophetexchange,106.0,2.06,0.4854,-110.0,0.5238,7.9,8,8,8
Bilal Coulibaly,Wizards @ Raptors,Raptors,Wizards,15.5,betrivers,-124.0,1.8065,0.5536,100.0,0.5,-9.67,bet365,100.0,2.0,0.5,100.0,0.5,0.0,8,7,8
Cam Thomas,Nets @ Hornets,Hornets,Nets,25.5,betparx,-109.0,1.9174,0.5215,100.0,0.5,-4.13,prophetexchange,106.0,2.06,0.4854,100.0,0.5,3.0,7,8,8
Corey Kispert,Wizards @ Raptors,Raptors,Wizards,11.5,hardrockbet,-105.0,1.9524,0.5122,101.0,0.4975,-2.87,draftkings,-105.0,1.9524,0.5122,-101.0,0.5025,-1.89,8,8,8
Jalen Smith,Bulls @ Heat,Heat,Bulls,9.5,fanatics,-105.0,1.9524,0.5122,105.0,0.4878,-4.76,espnbet,100.0,2.0,0.5,-105.0,0.5122,2.44,8,7,8
Jonathan Isaac,Magic @ Bucks,Bucks,Magic,4.5,fanatics,110.0,2.1,0.4762,-107.0,0.5169,8.55,betmgm,100.0,2.0,0.5,107.0,0.4831,-3.38,8,7,8
Kentavious Caldwellpope,Magic @ Bucks,Bucks,Magic,9.5,bet365,100.0,2.0,0.5,100.0,0.5,0.0,fliff,-110.0,1.9091,0.5238,100.0,0.5,-4.55,8,7,8
Malik Beasley,Pistons @ Warriors,Warriors,Pistons,16.5,bet365,-115.0,1.8696,0.5349,108.0,0.4808,-10.11,espnbet,100.0,2.0,0.5,-108.0,0.5192,3.84,8,7,8
Moses Moody,Pistons @ Warriors,Warriors,Pistons,14.5,draftkings,120.0,2.2,0.4545,104.0,0.4902,7.84,espnbet,100.0,2.0,0.5,-104.0,0.5098,1.96,8,7,8
Pascal Siakam,Pacers @ Hawks,Hawks,Pacers,27.5,fanduel,-108.0,1.9259,0.5192,100.0,0.5,-3.71,caesars,-113.0,1.885,0.5305,100.0,0.5,-5.75,8,8,8
Tim Hardaway Jr,Pistons @ Warriors,Warriors,Pistons,10.5,bet365,-115.0,1.8696,0.5349,-101.0,0.5025,-6.05,espnbet,-110.0,1.9091,0.5238,101.0,0.4975,-5.02,8,7,8
Trey Murphy Iii,Pelicans @ Rockets,Rockets,Pelicans,25.5,betrivers,-104.0,1.9615,0.5098,100.0,0.5,-1.92,fanduel,-114.0,1.8772,0.5327,100.0,0.5,-6.14,8,7,8
